GroupId,GroupSize,Priority,QueueTime,RidingTime,TotalTime,NumberRides
10840,7,PRIORITY,0.0,0.0,2676.8003566179586,0
10841,9,PRIORITY,0.0,0.0,2677.2432442665304,0
10823,9,NORMAL,0.0,0.0,2677.3833957942074,0
10837,6,NORMAL,0.0,0.0,2677.7188274257965,0
10845,3,NORMAL,0.0,0.0,2677.834316960403,0
10849,3,NORMAL,0.0,0.0,2677.9622223279307,0
10848,4,NORMAL,0.0,0.0,2678.1693014232537,0
10852,2,NORMAL,0.0,0.0,2678.347282991495,0
10850,7,PRIORITY,0.0,0.0,2678.4394820350835,0
10846,5,PRIORITY,0.0,0.0,2678.8851642131194,0
10806,9,NORMAL,0.0,0.0,2679.268367186309,0
10853,9,NORMAL,0.0,0.0,2679.3945251443265,0
10854,9,NORMAL,0.0,0.0,2679.824958413825,0
10844,6,NORMAL,0.0,0.0,2680.708112027177,0
10859,6,NORMAL,0.0,0.0,2680.9331631151945,0
10856,8,PRIORITY,0.0,0.0,2681.297921511683,0
10847,4,NORMAL,0.0,0.0,2681.4400052532455,0
10851,9,PRIORITY,0.0,0.0,2681.663080980028,0
10863,6,NORMAL,0.0,0.0,2681.745768262348,0
10858,8,NORMAL,0.0,0.0,2681.806273113561,0
10864,1,PRIORITY,0.0,0.0,2681.922537861818,0
10843,9,PRIORITY,0.0,0.0,2682.2264787440204,0
10866,1,NORMAL,0.0,0.0,2682.2292823295807,0
10865,8,NORMAL,0.0,0.0,2682.589447693498,0
10857,6,PRIORITY,0.0,0.0,2682.8415361528887,0
10870,4,PRIORITY,0.0,0.0,2682.905112802223,0
10867,5,PRIORITY,0.0,0.0,2682.9754123177036,0
10834,6,NORMAL,0.0,0.0,2682.9825990524587,0
10871,2,NORMAL,0.0,0.0,2683.293340091941,0
10831,9,PRIORITY,0.0,0.0,2683.3032674897913,0
10860,5,NORMAL,0.0,0.0,2683.606706985435,0
10874,1,NORMAL,0.0,0.0,2684.1014450677453,0
10877,2,NORMAL,0.0,0.0,2684.200585042786,0
10878,4,NORMAL,0.0,0.0,2684.227112858577,0
10879,3,PRIORITY,0.0,0.0,2684.279964433159,0
10873,9,NORMAL,0.0,0.0,2684.650196252946,0
10876,5,NORMAL,0.0,0.0,2684.744821929403,0
10881,5,NORMAL,0.0,0.0,2684.7955649337437,0
10862,7,NORMAL,0.0,0.0,2684.889896600459,0
10880,7,PRIORITY,0.0,0.0,2684.9935412747523,0
